file name,text,index,left character,right character,left emote,right emote,RequireYN?,OnYes,OnNo,End Talkie ?,Talkie Motion,
EJ_1_1_Darwin_11_T1,Oh!,18,Red,Darwin,,,,,,,,
EJ_1_1_Darwin_11_T2,Yes of course! I wouldn’t have run off on you if I didn’t! ,19,Red,Darwin,,,,,,,,
EJ_1_1_Wally_12_T1,What story did you think of this time?,20,Wally,Darwin,,,,,,,,
EJ_1_1_Darwin_13_T1,Well you see-,21,Wally,Darwin,,,,,,,,
EJ_1_1_Darwin_13_T2,Huh?!,22,Wally,Darwin,,,,,,,,
P_1_1_RedWally_9_T1,!!!,23,Red,Wally,5_MO_EI,6_MO_EI,,,,,,
,,,,,,,,,,,,
$Title,MermaidIntro_1_p2,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
P_1_1_Marcus_26_T1,HAHAHA!,0,Marcus,Brutus,6_MO,8_MC,,,,,,
P_1_1_Brutus_27_T1,Heh heh heh. ,1,Marcus,Brutus,6_MC,8_MO,,,,,,
EJ_1_1_Julius_14_T1,Darwin…,2,Darwin,Julius,,,,,,,,
EJ_1_1_Darwin_15_T1,Your majesty...,3,Darwin,Julius,,,,,,,,
EJ_1_1_Julius_16_T1,I guess we finally caught up to each other.,4,Darwin,Julius,,,,,,,,
EJ_1_1_Darwin_17_T1,I was looking everywhere for you Julius! ,5,Darwin,Julius,,,,,,,,
EJ_1_1_Julius_18_T1,You actually… ,6,Darwin,Julius,,,,,,,,
EJ_1_1_Julius_18_T2,were?,7,Darwin,Julius,,,,,,,,
EJ_1_1_Darwin_19_T1,Of course! ,8,Darwin,Julius,,,,,,,,
EJ_1_1_Darwin_19_T2,Do you mind me telling you another story?,9,Darwin,Julius,,,,,,,,
EJ_1_1_Julius_20_T1,I don’t…,10,Darwin,Julius,,,,,,,,
EJ_1_1_Marcus_21_T1,ABSOLUTELY NOT!!,11,Darwin,Marcus,,,,,,,,
EJ_1_1_Marcus_21_T2,You’re wasting the princes’ time and energy! We do not need any more of your full stories!,12,Darwin,Marcus,,,,,,,,
EJ_1_1_Marcus_21_T3,Leave the prince alone and get out of our way!,13,Darwin,Marcus,,,,,,,,
EJ_1_1_Brutus_22_T1,yeah…,14,Darwin,Brutus,,,,,,,,
EJ_1_1_Brutus_22_T2,Just leave us be…,15,Darwin,Brutus,,,,,,,,
EJ_1_1_Brutus_22_T3,even though we are the ones bothering you…,16,Darwin,Brutus,,,,,,,,
EJ_1_1_Marcus_23_T1,Quiet!,17,Marcus,Brutus,,,,,,,,
EJ_1_1_Red_24_T1,Let Darwin talk!,18,Red,Marcus,,,,,,,,
EJ_1_1_Red_24_T2,This is incredibly rude of you.,19,Red,Marcus,,,,,,,,
EJ_1_1_Darwin_25_T1,Do you remember when you were just a small cub~,20,Darwin,Julius,,,,,,,,
EJ_1_1_Darwin_25_T2,and we were playing by the ocean next to the Clifftops?,21,Darwin,Julius,,,,,,,,
EJ_1_1_Julius_26_T1,yeah… I do.,22,Darwin,Julius,,,,,,,,
EJ_1_1_Darwin_27_T1,And do you remember that poor little octopus who is tangled up in the plastic litter?,23,Darwin,Julius,,,,,,,,
EJ_1_1_Julius_28_T1,Yeah.,24,Darwin,Julius,,,,,,,,
EJ_1_1_Julius_28_T2,It was awful to see.,25,Darwin,Julius,,,,,,,,
EJ_1_1_Darwin_29_T1,I don’t know how people can throw things into the ocean~ with no regard to the animals that live there.,26,Darwin,Julius,,,,,,,,
EJ_1_1_Julius_30_T1,I know~ it was terrible.,27,Darwin,Julius,,,,,,,,
EJ_1_1_Darwin_31_T1,But I remember that when you saw that poor octopus. ,28,Darwin,Julius,,,,,,,,
EJ_1_1_Darwin_31_T2,You didn't hesitate to rush in and save him. I remember you spent hours trying to untangle him until you finally did it. ,29,Darwin,Julius,,,,,,,,
EJ_1_1_Darwin_31_T3,I was so proud of you!,30,Darwin,Julius,,,,,,,,
EJ_1_1_Julius_32_T1,I don’t know why you’re so proud of me.,31,Darwin,Julius,,,,,,,,
EJ_1_1_Darwin_33_T1,How can I not be? ,32,Darwin,Julius,,,,,,,,
EJ_1_1_Darwin_33_T2,The Julius I know has a good heart and the most compassionate roar.,33,Darwin,Julius,,,,,,,,
EJ_1_1_Julius_34_T1,gasp!,34,Darwin,Julius,,,,,,,,
EJ_1_1_Darwin_35_T1,And I know one day~ THAT Julius will be an excellent king,35,Darwin,Julius,,,,,,,,
EJ_1_1_Julius_36_T1,Darwin…,36,Darwin,Julius,,,,,,,,
EJ_1_1_Marcus_37_T1,Enough of this! ,37,Marcus,Julius,,,,,,,,
EJ_1_1_Marcus_37_T2,Your highness I am so tired of hearing these past stories of you! ,38,Marcus,Julius,,,,,,,,
EJ_1_1_Marcus_37_T3,I don’t understand~ no matter what it doesn’t change the fact that you can do whatever you want in your kingdom!,39,Marcus,Julius,,,,,,,,
EJ_1_1_Brutus_38_T1,yawn…,40,Marcus,Brutus,,,,,,,,
EJ_1_1_Brutus_38_T2,yeah,41,Marcus,Brutus,,,,,,,,
EJ_1_1_Red_39_T1,Stop filling his head with this! It isn’t right! ,42,Red,Marcus,,,,,,,,
EJ_1_1_Marcus_40_T1,I am his friend~ and I know him best!  I know what he can and can't do!,43,Red,Marcus,,,,,,,,
EJ_1_1_Brutus_41_T1,Listen to us your majesty…,44,Brutus,Julius,,,,,,,,
EJ_1_1_Brutus_41_T2,We know what’s best… ,45,Brutus,Julius,,,,,,,,
EJ_1_1_Julius_42_T1,I…,46,Brutus,Julius,,,,,,,,
EJ_1_1_Darwin_43_T1,Julius please~ believe in yourself!,47,Darwin,Julius,,,,,,,,
EJ_1_1_Julius_44_T1,...,48,Darwin,Julius,,,,,,,,
EJ_1_1_Julius_44_T2,....,49,Darwin,Julius,,,,,,,,
EJ_1_1_Julius_44_T3,....!,50,Darwin,Julius,,,,,,,sink,
EJ_1_1_Julius_44_T4,Get out of my head! Just leave me alone!,51,Darwin,Julius,,,,,,,shake,
EJ_1_1_RedWally_45_T1,No!!,52,Red,Wally,,,,,,,,
EJ_1_1_Darwin_46_T1,No! ,53,Darwin,Julius,,,,,,,,
,,,,,,,,,,,,
$Title,MermaidIntro_1_p3,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
P_1_1_Marcus_26_T1,HAHAHA!,0,Marcus,Brutus,6_MO,8_MC,,,,,,
P_1_1_Brutus_27_T1,Heh heh heh. ,1,Marcus,Brutus,6_MC,8_MO,,,,,,
EJ_1_1_Julius_47_T1,I...,2,,Julius,,,,,,,,
EJ_1_1_Julius_47_T2,...,3,,Julius,,,,,,,,
,,,,,,,,,,,,
$Title,MermaidIntro_1_p4,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
EJ_1_1_Marcus_48_T1,Just give up already! And leave the Prince alone!!,0,Marcus,Brutus,,,,,,,,
EJ_1_1_Brutus_49_T1,yeah… ,1,Marcus,Brutus,,,,,,,,
EJ_1_1_Brutus_49_T2,Save us the trouble and leave us be…,2,Marcus,Brutus,,,,,,,,
,,,,,,,,,,,,
$Title,MermaidIntro_1_p5,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,,
$Segments,,,,,,,,,,,,
EJ_1_1_Darwin_50_T1,Oh Julius…,0,Darwin,,,,,,,,,
EJ_1_1_Red_51_T1,sigh..,1,Red,Wally,,,,,,,,
EJ_1_1_Red_51_T2,I know he just destroyed this area~ but It seems like we’re getting through to him.,2,Red,Wally,,,,,,,,
EJ_1_1_Wally_52_T1,I guess so.,3,Red,Wally,,,,,,,,
EJ_1_1_Red_53_T1,What do you think Dar-,4,Red,Wally,,,,,,,,
EJ_1_1_RedWally_54_T1,HELP US! PUH LEESAAH!,5,Red,Wally,,,,,,,shake,
EJ_1_1_RedWally_55_T1,PLEASE HELP US!,6,Red,Wally,,,,,,,shake,
P_1_1_RedWally_9_T1,!!!,7,Red,Wally,5_MO_EI,6_MO_EI,,,,,,
EJ_1_1_Darwin_56_T1,Huh?!,8,Darwin,,,,,,,,,
EJ_1_1_Celeste_57_T1,Don’t just stand there help uuuussss!,9,Sylvie,Celeste,,,,,,,,
EJ_1_1_Sylvie_58_T1,Please help us!,10,Sylvie,Celeste,,,,,,,,
EJ_1_1_Sylvie_58_T2,Oh no! ,11,Sylvie,Celeste,,,,,,,,
EJ_1_1_Red_59_T1,What happened to you two?!,12,Red,Celeste,,,,,,,,
EJ_1_1_Wally_60_T1,Are you guys alright!?,13,Wally,Celeste,,,,,,,,
EJ_1_1_Celeste_61_T1,Ugh! Do we look alright?!,14,Wally,Celeste,,,,,,,,
EJ_1_1_Sylvie_62_T1,Celeste and I heard some yelling and so we swam up to investigate~,15,Wally,Sylvie,,,,,,,,
EJ_1_1_Sylvie_62_T2,and I guess we just got caught up in it.,16,Wally,Sylvie,,,,,,,,
EJ_1_1_Celeste_63_T1,Whatevaaa~ I just don’t feel well.,17,Celeste,Sylvie,,,,,,,,
EJ_1_1_Sylvie_64_T1,I don’t feel so good either…,18,Celeste,Sylvie,,,,,,,,
EJ_1_1_Red_65_T1,Oh you poor things! ,19,Red,Sylvie,,,,,,,,
EJ_1_1_Red_65_T2,Don’t worry my friends and I will patch you up! You’ll be all good as new!,20,Red,Sylvie,,,,,,,,
EJ_1_1_Wally_66_T1,We’ll clean up as well~ just rest.,21,Wally,Sylvie,,,,,,,,
EJ_1_1_Sylvie_67_T1,You’ll do that for us?,22,Celeste,Sylvie,,,,,,,,
EJ_1_1_Celeste_68_T1,Seriously?,23,Celeste,Sylvie,,,,,,,,
EJ_1_1_Red_69_T1,Of course! Just leave it to us!,24,Red,Sylvie,,,,,,,,
EJ_1_1_Wally_70_T1,Darwin~,25,Wally,Darwin,,,,,,,,
EJ_1_1_Wally_70_T2,Do you think you’ll be able to think of more stories while we clean up?,26,Wally,Darwin,,,,,,,,
EJ_1_1_Darwin_71_T1,Haha! I think so!,27,Wally,Darwin,,,,,,,,
EJ_1_1_Darwin_71_T2,Hmmm…,28,Wally,Darwin,,,,,,,,
EJ_1_1_Red_72_T1,Alright team!,29,Red,,,,,,,,,
EJ_1_1_Red_72_T2,Let’s get to work!,30,Red,,,,,,,,,
EJ_1_1_Wally_73_T1,Right!,31,Red,Wally,,,,,,,,
,,,,,,,,,,,,
$Title,MermaidQuips_1_p1,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
EJ_1_2_CelesteSylvie_1_T1,hurt text,0,Celeste,Sylvie,,,,,,,,
EJ_1_2_CelesteSylvie_2_T1,hurt text,1,Celeste,Sylvie,,,,,,,,
EJ_1_2_CelesteSylvie_3_T1,hurt text,2,Celeste,Sylvie,,,,,,,,
,,,,,,,,,,,,
$Title,MermaidQuips_2_p1,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
EJ_1_3_CelesteSylvie_1_T1,Fixed text,0,Celeste,Sylvie,,,,,,,,
EJ_1_3_CelesteSylvie_2_T1,Fixed text,1,Celeste,Sylvie,,,,,,,,
EJ_1_3_CelesteSylvie_3_T1,Fixed text,2,Celeste,Sylvie,,,,,,,,
,,,,,,,,,,,,
$Title,MermaidRebuilt_1_p1,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
EJ_1_4_Red_1_T1,There!,0,Red,,,,,,,,,
EJ_1_4_Red_1_T2,All done!,1,Red,,,,,,,,,
EJ_1_4_Wally_2_T1,How do you guys feel?,2,Red,Wally,,,,,,,,
EJ_1_4_Sylvie_3_T1,Much better thank you!,3,Sylvie,Wally,,,,,,,,
EJ_1_4_Celeste_4_T1,Like thank you or whatevaa.,4,Celeste,Wally,,,,,,,,
EJ_1_4_Red_5_T1,I'm so glad we were able to help!,5,Red,Wally,,,,,,,,
EJ_1_4_Wally_6_T1,Hey Darwin~,6,Wally,Darwin,,,,,,,,
EJ_1_4_Wally_6_T2,have you thought of any stories to tell?,7,Wally,Darwin,,,,,,,,
EJ_1_4_Darwin_7_T1,Oh yes indeed!,8,Wally,Darwin,,,,,,,,
EJ_1_4_Red_8_T1,That makes me happy!,9,Red,Darwin,,,,,,,,
EJ_1_4_Wally_9_T1,No don’t go running off on us now- ,10,Wally,Darwin,,,,,,,,
EJ_1_4_Darwin_10_T1,I'm so excited! I just have to go find Julius!,11,Wally,Darwin,,,,,,,,
,,,,,,,,,,,,
$Title,MermaidRebuilt_1_p2,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
EJ_1_4_Red_11_T1,sigh~,0,Red,Wally,,,,,,,,
EJ_1_4_Red_11_T2,there he goes again..,1,Red,Wally,,,,,,,,
EJ_1_4_Wally_12_T1,I don’t know what we were expecting.,2,Red,Wally,,,,,,,,
EJ_1_4_Red_13_T1,Anyway.,3,Red,Wally,,,,,,,,
EJ_1_4_Red_13_T2,I'm so glad we could help you guys!,4,Red,Wally,,,,,,,,
EJ_1_4_Sylvie_14_T1,I don’t know what we would do without you!,5,Celeste,Sylvie,,,,,,,,
EJ_1_4_Sylvie_14_T2,I just don’t know why the prince would do such a thing…,6,Celeste,Sylvie,,,,,,,,
EJ_1_4_Celeste_15_T1,Yuh! It’s seriously concerning or whatevva. ,7,Celeste,Sylvie,,,,,,,,
EJ_1_4_Red_16_T1,Yeah…,8,Red,Sylvie,,,,,,,,
EJ_1_4_Red_16_T2,But I feel like we’re getting through to him. He was a lot worse before believe it or not!,9,Red,Sylvie,,,,,,,,
EJ_1_4_Wally_17_T1,Worse is an understatement…,10,Wally,Sylvie,,,,,,,,
EJ_1_4_Celeste_18_T1,But seriously thank you.,11,Wally,Celeste,,,,,,,,
EJ_1_4_Celeste_18_T2,It makes my blood boil knowing what the prince did to Sylvie!,12,Wally,Celeste,,,,,,,,
EJ_1_4_Sylvie_19_T1,Yeah… It hurts to know if they hurt you that badly… ,13,Sylvie,Celeste,,,,,,,,
EJ_1_4_Sylvie_19_T2,I’m so sorry that happened Celeste…,14,Sylvie,Celeste,,,,,,,,
EJ_1_4_Sylvie_19_T3,In any case.,15,Sylvie,Celeste,,,,,,,,
EJ_1_4_Sylvie_19_T4,I'm just happy you guys are able to fix everything! ,16,Sylvie,Celeste,,,,,,,,
EJ_1_4_Red_20_T1,I'm just glad everything worked out okay! ,17,Red,Wally,,,,,,,,
EJ_1_4_Wally_21_T1,Me to-,18,Red,Wally,,,,,,,,
,,,,,,,,,,,,
$Title,MermaidRebuilt_1_p3,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,,
$Segments,,,,,,,,,,,,
P_1_1_Marcus_26_T1,HAHAHA!,0,Marcus,Brutus,6_MO,8_MC,,,,,,
P_1_1_Brutus_27_T1,Heh heh heh. ,1,Marcus,Brutus,6_MC,8_MO,,,,,,
P_1_1_RedWally_9_T1,!!!,2,Red,Wally,5_MO_EI,6_MO_EI,,,,,,
EJ_1_4_Celeste_22_T1,What?! ,3,Celeste,Sylvie,,,,,,,,
EJ_1_4_Sylvie_23_T1,Oh no!,4,Celeste,Sylvie,,,,,,,,
EJ_1_4_Julius_24_T1,You’ve fixed everything yet again…,5,,Julius,,,,,,,,
EJ_1_4_Marcus_25_T1,Cleaning up the princes’ mess like a commoner would! ,6,Marcus,Brutus,,,,,,,,
EJ_1_4_Brutus_26_T1,Yawn…,7,Marcus,Brutus,,,,,,,,
EJ_1_4_Brutus_26_T2,Exactly…,8,Marcus,Brutus,,,,,,,,
EJ_1_4_Wally_27_T1,He shouldn’t be making those messes in the first place!,9,Wally,Marcus,,,,,,,,
EJ_1_4_Marcus_28_T1,Correction! ,10,Wally,Marcus,,,,,,,,
EJ_1_4_Marcus_28_T2,He can do whatever he wants! He is the future king!,11,Wally,Marcus,,,,,,,,
EJ_1_4_Celeste_29_T1,Listen here Prince! ,12,Celeste,Julius,,,,,,,,
EJ_1_4_Celeste_29_T2,I’ve got a bone to pick with you!,13,Celeste,Julius,,,,,,,,
EJ_1_4_Sylvie_30_T1,How dare you do that to the Ocean! ,14,Celeste,Sylvie,,,,,,,,
EJ_1_4_Sylvie_30_T2,Your ocean!,15,Celeste,Sylvie,,,,,,,,
EJ_1_4_Sylvie_30_T3,I’m disappointed…,16,Celeste,Sylvie,,,,,,,,
EJ_1_4_Celeste_31_T1,How dare you put Sylvie in any danger! ,17,Celeste,Julius,,,,,,,,
EJ_1_4_Celeste_31_T2,We are your people! ,18,Celeste,Julius,,,,,,,,
EJ_1_4_Celeste_31_T3,Do you have no shame?!,19,Celeste,Julius,,,,,,,,
EJ_1_4_Julius_32_T1,I…,20,Celeste,Julius,,,,,,,,
EJ_1_4_Marcus_33_T1,ENOUGH!,21,Marcus,Julius,,,,,,,,
EJ_1_4_Marcus_33_T2,Julius may do whatever he pleases! ,22,Marcus,Julius,,,,,,,,
EJ_1_4_Marcus_33_T3,Quit complaining~ and be grateful that you live in the seas of the future king!,23,Marcus,Julius,,,,,,,,
EJ_1_4_Brutus_34_T1,Yeah… ,24,Marcus,Brutus,,,,,,,,
EJ_1_4_Brutus_34_T2,Be grateful for your trash…,25,Marcus,Brutus,,,,,,,,
EJ_1_4_Marcus_35_T1,Your comments are starting to get old!,26,Marcus,Brutus,,,,,,,,
EJ_1_4_Red_36_T1,Your highness…,27,Red,Julius,,,,,,,,
EJ_1_4_Julius_37_T1,I do not have time for this…,28,Red,Julius,,,,,,,,
EJ_1_4_Julius_37_T2,It’s time for our challenge explorer!,29,Red,Julius,,,,,,,,
EJ_1_4_Julius_37_T3,You know the rules.,30,Red,Julius,,,,,,,,
EJ_1_4_Julius_37_T4,If you win you can continue on.,31,Red,Julius,,,,,,,,
EJ_1_4_Julius_37_T5,If I win~,32,Red,Julius,,,,,,,,
EJ_1_4_Julius_37_T6,you have to leave me alone.,33,Red,Julius,,,,,,,,
EJ_1_4_Red_38_T1,sigh.,34,Red,Wally,,,,,,,,
EJ_1_4_Red_38_T2,Alright explorer.,35,Red,Wally,,,,,,,,
EJ_1_4_Red_38_T3,Give it your all!,36,Red,Wally,,,,,,,,
EJ_1_4_Wally_39_T1,You’ve got this!,37,Red,Wally,,,,,,,,
EJ_1_4_Celeste_40_T1,Kick tail or whatevaa!,38,Celeste,Sylvie,,,,,,,,
EJ_1_4_Sylvie_41_T1,We’re counting on you explorer!,39,Celeste,Sylvie,,,,,,,,
EJ_1_4_Julius_42_T1,Let us begin!,40,,Julius,,,,,,,,
,,,,,,,,,,,,
$Title,MermaidDefeated_1_p1,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
EJ_1_5_Julius_1_T1,Why does this keep happening!,0,,Julius,,,,,,,,
EJ_1_5_Marcus_2_T1,Impossible!,1,Marcus,Brutus,,,,,,,,
EJ_1_5_Brutus_3_T1,I don’t know…,2,Marcus,Brutus,,,,,,,,
EJ_1_5_Brutus_3_T2,I kind of saw it coming…,3,Marcus,Brutus,,,,,,,,
EJ_1_5_Marcus_4_T1,ENOUGH! ,4,Marcus,Brutus,,,,,,,,
EJ_1_5_Red_5_T1,Good job explorer!,5,Red,Wally,,,,,,,,
EJ_1_5_Wally_6_T1,I'm proud of you.,6,Red,Wally,,,,,,,,
EJ_1_5_Celeste_7_T1,Good going kiddo! ,7,Celeste,Sylvie,,,,,,,,
EJ_1_5_Celeste_7_T2,I knew you could do it!,8,Celeste,Sylvie,,,,,,,,
EJ_1_5_Sylvie_8_T1,That was amazing!,9,Celeste,Sylvie,,,,,,,,
EJ_1_5_Julius_9_T1,I’ll get you next time!,10,,Julius,,,,,,,,
EJ_1_5_Julius_9_T2,Just wait and see!,11,,Julius,,,,,,,,
,,,,,,,,,,,,
$Title,MermaidDefeated_1_p2,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,,
$Segments,,,,,,,,,,,,
EJ_1_5_Marcus_10_T1,Yeah just you wait-and-see! ,0,Marcus,Brutus,,,,,,,,
EJ_1_5_Marcus_10_T2,The future king will win soon enough!,1,Marcus,Brutus,,,,,,,,
EJ_1_5_Brutus_11_T1,yawn… ,2,Marcus,Brutus,,,,,,,,
EJ_1_5_Brutus_11_T2,yeah right….,3,Marcus,Brutus,,,,,,,,
,,,,,,,,,,,,
$Title,MermaidDefeated_1_p3,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,,
$Segments,,,,,,,,,,,,
EJ_1_5_Red_12_T1,sigh,0,Red,Wally,,,,,,,,
EJ_1_5_Wally_13_T1,…,1,Red,Wally,,,,,,,,
EJ_1_5_Celeste_14_T1,That prince was lucky he left so soon. ,2,Celeste,,,,,,,,,
EJ_1_5_Celeste_14_T2,With the way he handled Sylvie…,3,Celeste,,,,,,,,,
EJ_1_5_Sylvie_15_T1,I’m just glad that that’s over with.,4,Celeste,Sylvie,,,,,,,,
EJ_1_5_Sylvie_15_T2,Although~,5,Celeste,Sylvie,,,,,,,,
EJ_1_5_Sylvie_15_T3,with him being the future king~ his actions are quite concerning…,6,Celeste,Sylvie,,,,,,,,
EJ_1_5_Celeste_16_T1,yeah…,7,Celeste,Sylvie,,,,,,,,
EJ_1_5_Celeste_16_T2,I agree…,8,Celeste,Sylvie,,,,,,,,
EJ_1_5_Red_17_T1,While I agree it’s concerning.,9,Red,Sylvie,,,,,,,,
EJ_1_5_Red_17_T2,He does seem to be a lot better than when he started~,10,Red,Sylvie,,,,,,,,
EJ_1_5_Red_17_T3,trust me.,11,Red,Sylvie,,,,,,,,
EJ_1_5_Wally_18_T1,Yeah~ a lot better.,12,Wally,Sylvie,,,,,,,,
EJ_1_5_Celeste_19_T1,If you say so.,13,Wally,Celeste,,,,,,,,
EJ_1_5_Sylvie_20_T1,We’ll see…,14,Wally,Sylvie,,,,,,,,
EJ_1_5_Sylvie_20_T2,By the way!,15,Wally,Sylvie,,,,,,,,
EJ_1_5_Red_21_T1,Huh?,16,Red,Sylvie,,,,,,,,
EJ_1_5_Sylvie_22_T1,I was talking to Bubbles recently and he said that you helped him out! ,17,Red,Sylvie,,,,,,,,
EJ_1_5_Sylvie_22_T2,He wanted me to tell you guys “Thanks!” since you can’t speak Ocean like us!,18,Red,Sylvie,,,,,,,,
EJ_1_5_Celeste_23_T1,Yeah…,19,Red,Celeste,,,,,,,,
EJ_1_5_Celeste_23_T2,Thank you for that… really.,20,Red,Celeste,,,,,,,,
EJ_1_5_Red_24_T1,Oh!,21,Red,Sylvie,,,,,,,,
EJ_1_5_Red_24_T2,It was no trouble at all! ,22,Red,Sylvie,,,,,,,,
EJ_1_5_Sylvie_25_T1,hehe~,23,Red,Sylvie,,,,,,,,
EJ_1_5_Sylvie_25_T2,Well you are welcome to come back anytime.,24,Red,Sylvie,,,,,,,,
EJ_1_5_Celeste_26_T1,Yeah whateva.,25,Celeste,Sylvie,,,,,,,,
EJ_1_5_Red_27_T1,All right gang! Let’s move out! ,26,Red,Wally,,,,,,,,
EJ_1_5_Wally_28_T1,haha! ,27,Red,Wally,,,,,,,,
EJ_1_5_Wally_28_T2,Roger that Captain!,28,Red,Wally,,,,,,,,
,,,,,,,,,,,,
$Title,RuinsIntro_1_p1,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,,
$Segments,,,,,,,,,,,,
EJ_2_1_Red_1_T1,Whoa!,0,Red,Wally,,,,,,,,
EJ_2_1_Red_1_T2,I’ve never seen ruins like this before!,1,Red,Wally,,,,,,,,
EJ_2_1_Wally_2_T1,It really is a sight! ,2,Red,Wally,,,,,,,,
EJ_2_1_Red_3_T1,It’s a shame that the prince messed with this landmark.,3,Red,Wally,,,,,,,,
EJ_2_1_Wally_4_T1,I agree,4,Red,Wally,,,,,,,,
EJ_2_1_Wally_4_T2,Well it’s never a good idea to mess with historical sights~ but we can definitely pick up after ourselves. ,5,Red,Wally,,,,,,,,
EJ_2_1_Wally_4_T3,So let’s clean up the prince's mess.,6,Red,Wally,,,,,,,,
EJ_2_1_Red_5_T1,You’re right Wally! ,7,Red,Wally,,,,,,,,
EJ_2_1_Red_5_T2,Come on Explorer! ,8,Red,Wally,,,,,,,,
EJ_2_1_Red_5_T3,We have some cleaning and learning to do!,9,Red,Wally,,,,,,,,
,,,,,,,,,,,,
$Title,RuinsRebuilt_1_p1,,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,,
$Talkie End,down,,,,,,,,,,,
